Wall time,Step,Value
1524746209.0989492,0,26.700359344482422
1524746821.8983357,1,26.667957305908203
1524747438.6976495,2,26.6369571685791
1524748052.6983178,3,26.63948631286621
1524748664.5209382,4,26.61343765258789
1524749284.1626189,5,26.605195999145508
1524749897.0380635,6,26.586828231811523
1524750512.6075828,7,26.58452796936035
1524751129.5387802,8,26.53453254699707
1524751757.8824582,9,26.520143508911133
1524752386.3125176,10,26.493181228637695
1524753009.139095,11,26.456260681152344
1524753630.3725557,12,26.42563247680664
1524754256.920242,13,26.39944839477539
1524754876.363556,14,26.354001998901367
1524755496.6407921,15,26.309898376464844
1524756124.3181636,16,26.268383026123047
1524756749.6694582,17,26.243839263916016
1524757369.9775498,18,26.189329147338867
1524758004.9383512,19,26.14933967590332
1524758629.3727586,20,26.095718383789062
1524759250.5299118,21,26.05415916442871
1524759875.6234727,22,26.000320434570312
1524760496.3955407,23,25.96368408203125
1524761115.929597,24,25.907793045043945
1524761742.6545753,25,25.871082305908203
1524762362.5400362,26,25.819353103637695
1524762986.3951154,27,25.762208938598633
1524763610.9334219,28,25.722715377807617
1524764242.0384676,29,25.65634536743164
1524764867.0393393,30,25.613563537597656
1524765493.159407,31,25.588762283325195
1524766112.2715685,32,25.540109634399414
1524766734.0444286,33,25.49566078186035
1524767363.5258737,34,25.443790435791016
1524767984.125222,35,25.420644760131836
1524768616.2564874,36,25.363170623779297
1524769241.0052078,37,25.315214157104492
1524769862.4798348,38,25.28304672241211
1524770492.3543646,39,25.237506866455078
1524771114.8461335,40,25.21644401550293
1524771733.1351833,41,25.18480110168457
1524772359.838192,42,25.139602661132812
1524772982.1705263,43,25.095108032226562
1524773603.2676604,44,25.052635192871094
1524774229.99046,45,25.018388748168945
1524774851.1015284,46,24.977096557617188
1524775469.994326,47,24.94379234313965
1524776095.5055249,48,24.907255172729492
1524776726.8040392,49,24.890016555786133
1524777351.0944362,50,24.844593048095703
1524777977.44805,51,24.81291961669922
1524778597.9872248,52,24.771076202392578
1524779215.624494,53,24.739381790161133
1524779841.8014233,54,24.727663040161133
1524780463.5375464,55,24.67913818359375
1524781084.1940656,56,24.643957138061523
1524781709.5292647,57,24.63014793395996
1524782329.1241136,58,24.622852325439453
1524782956.384716,59,24.590723037719727
1524783585.0982966,60,24.557430267333984
1524784208.7792017,61,24.521093368530273
1524784838.3479953,62,24.536495208740234
1524785460.2403066,63,24.473453521728516
1524786080.8139856,64,24.450082778930664
1524786706.569975,65,24.437095642089844
1524787325.8121083,66,24.41377830505371
1524787945.3939693,67,24.401023864746094
1524788565.445166,68,24.355701446533203
1524789195.606599,69,24.354326248168945
1524789815.9442382,70,24.321346282958984
1524790440.9163492,71,24.306779861450195
1524791060.9180322,72,24.29178237915039
