Wall time,Step,Value
1524836147.1717455,0,2.719228744506836
1524836409.0264568,1,2.64620304107666
1524836678.3347657,2,2.6384878158569336
1524836944.7928522,3,2.632570743560791
1524837219.8378816,4,2.6241235733032227
1524837499.7414212,5,2.615595817565918
1524837766.8751576,6,2.607940196990967
1524838034.4312599,7,2.597784996032715
1524838303.7877698,8,2.588998317718506
1524838573.546929,9,2.5781922340393066
1524838851.3119671,10,2.5666391849517822
1524839118.1799192,11,2.557176113128662
1524839386.8959296,12,2.547482490539551
1524839667.8344173,13,2.5382046699523926
1524839935.784539,14,2.529210090637207
1524840203.7152596,15,2.519529104232788
1524840476.2283034,16,2.510361433029175
1524840751.5060158,17,2.5017731189727783
1524841032.0588686,18,2.4924960136413574
1524841298.2478464,19,2.4829061031341553
1524841572.3814676,20,2.4732511043548584
1524841848.9985743,21,2.4632620811462402
1524842120.971735,22,2.452745199203491
1524842392.1110597,23,2.4428791999816895
1524842660.068065,24,2.4314422607421875
1524842930.7073832,25,2.4206669330596924
1524843211.9401047,26,2.409914493560791
1524843484.9574308,27,2.3988466262817383
1524843755.4269466,28,2.3879284858703613
1524844028.1322558,29,2.3766045570373535
1524844296.2164593,30,2.365222930908203
1524844565.8035812,31,2.354240894317627
1524844834.3228788,32,2.343003988265991
1524845103.5011659,33,2.3320000171661377
1524845389.2065353,34,2.3211464881896973
1524845656.2691135,35,2.3102262020111084
1524845928.623846,36,2.2992866039276123
1524846200.0735927,37,2.2884466648101807
1524846468.5947125,38,2.278597354888916
1524846739.910247,39,2.267808437347412
1524847011.945599,40,2.258012294769287
1524847283.0566907,41,2.2476131916046143
1524847559.4196815,42,2.2382545471191406
1524847825.211679,43,2.2286558151245117
1524848090.0805433,44,2.219081401824951
1524848359.6041327,45,2.210419178009033
1524848627.5530903,46,2.2014319896698
1524848904.4476337,47,2.1917994022369385
1524849173.7853737,48,2.1841073036193848
1524849449.4864542,49,2.175527811050415
1524849728.097292,50,2.1671574115753174
1524849994.7924402,51,2.158452033996582
1524850260.4259543,52,2.150999069213867
1524850539.227588,53,2.1428520679473877
1524850807.5543208,54,2.1347553730010986
1524851084.1598485,55,2.128262996673584
1524851351.2705352,56,2.1205387115478516
1524851620.3647377,57,2.1128432750701904
1524851891.9420385,58,2.1060237884521484
1524852160.5222244,59,2.098670482635498
1524852430.2595568,60,2.0924856662750244
